Subject ID:, Run Polar:, Run Ecc:, Run Bars:, Polar no. of cycles:, Polar cycle duration:, Eccentricity no. of cycles:, Eccentricity cycle duration:, Bar no. of sweeps:, Bar sweep duration:
SUB03, No, No, Yes, 18, 42.667, 15, 51.333, 16, 20
Baseline Duration preceding and following stimualtion: 12 secs
Time, pa_cycle_count, time_through_pa_cycle, pa_angle, ecc_cycle_count, time_through_ecc_cycle, ecc_inner_rad, bar_sweep_count, time_through_bar_sweep, bar_drift_position, bar_orientation, fixation_orientation
21.43, 0, 9.42, 79,                              0, 9.42, 70,                              0, 9.42, 407, 0.0,                              0
21.47, 0, 9.46, 79,                              0, 9.46, 70,                              0, 9.46, 409, 0.0,                              0
21.52, 0, 9.5, 79,                              0, 9.5, 70,                              0, 9.5, 411, 0.0,                              0
21.56, 0, 9.55, 80,                              0, 9.55, 71,                              0, 9.55, 413, 0.0,                              0
21.61, 0, 9.59, 80,                              0, 9.59, 71,                              0, 9.59, 415, 0.0,                              0
21.65, 0, 9.64, 80,                              0, 9.64, 71,                              0, 9.64, 417, 0.0,                              0
21.69, 0, 9.68, 81,                              0, 9.68, 72,                              0, 9.68, 419, 0.0,                              0
21.74, 0, 9.72, 81,                              0, 9.72, 72,                              0, 9.72, 421, 0.0,                              0
21.78, 0, 9.77, 82,                              0, 9.77, 72,                              0, 9.77, 422, 0.0,                              0
21.83, 0, 9.81, 82,                              0, 9.81, 73,                              0, 9.81, 424, 0.0,                              0
21.87, 0, 9.86, 82,                              0, 9.86, 73,                              0, 9.86, 426, 0.0,                              0
21.92, 0, 9.9, 83,                              0, 9.9, 73,                              0, 9.9, 428, 0.0,                              0
21.96, 0, 9.95, 83,                              0, 9.95, 74,                              0, 9.95, 430, 0.0,                              0
22.0, 0, 9.99, 83,                              0, 9.99, 74,                              0, 9.99, 432, 0.0,                              0
22.05, 0, 10.04, 84,                              0, 10.04, 74,                              0, 10.04, 434, 0.0,                              0
22.09, 0, 10.08, 84,                              0, 10.08, 75,                              0, 10.08, 436, 0.0,                              0
22.14, 0, 10.12, 85,                              0, 10.12, 75,                              0, 10.12, 438, 0.0,                              0
22.18, 0, 10.17, 85,                              0, 10.17, 75,                              0, 10.17, 440, 0.0,                              0
22.23, 0, 10.21, 85,                              0, 10.21, 76,                              0, 10.21, 442, 0.0,                              0
22.27, 0, 10.26, 86,                              0, 10.26, 76,                              0, 10.26, 444, 0.0,                              0
22.32, 0, 10.31, 86,                              0, 10.31, 76,                              0, 10.31, 446, 0.0,                              0
22.37, 0, 10.35, 86,                              0, 10.35, 77,                              0, 10.35, 448, 0.0,                              0
22.42, 0, 10.4, 87,                              0, 10.4, 77,                              0, 10.4, 450, 0.0,                              0
22.46, 0, 10.45, 87,                              0, 10.45, 77,                              0, 10.45, 452, 0.0,                              0
22.51, 0, 10.5, 88,                              0, 10.5, 78,                              0, 10.5, 454, 0.0,                              0
22.56, 0, 10.55, 88,                              0, 10.55, 78,                              0, 10.55, 456, 0.0,                              0
22.6, 0, 10.59, 88,                              0, 10.59, 79,                              0, 10.59, 458, 0.0,                              0
22.65, 0, 10.64, 89,                              0, 10.64, 79,                              0, 10.64, 460, 0.0,                              0
22.7, 0, 10.69, 89,                              0, 10.69, 79,                              0, 10.69, 462, 0.0,                              0
22.75, 0, 10.74, 90,                              0, 10.74, 80,                              0, 10.74, 464, 0.0,                              0
22.8, 0, 10.79, 90,                              0, 10.79, 80,                              0, 10.79, 467, 0.0,                              0
22.85, 0, 10.84, 91,                              0, 10.84, 80,                              0, 10.84, 469, 0.0,                              0
22.91, 0, 10.89, 91,                              0, 10.89, 81,                              0, 10.89, 471, 0.0,                              0
22.96, 0, 10.94, 91,                              0, 10.94, 81,                              0, 10.94, 473, 0.0,                              0
23.0, 0, 10.99, 92,                              0, 10.99, 82,                              0, 10.99, 475, 0.0,                              0
23.05, 0, 11.04, 92,                              0, 11.04, 82,                              0, 11.04, 477, 0.0,                              0
23.09, 0, 11.08, 93,                              0, 11.08, 82,                              0, 11.08, 479, 0.0,                              0
23.14, 0, 11.13, 93,                              0, 11.13, 83,                              0, 11.13, 481, 0.0,                              0
23.19, 0, 11.17, 93,                              0, 11.17, 83,                              0, 11.17, 483, 0.0,                              0
23.23, 0, 11.22, 94,                              0, 11.22, 83,                              0, 11.22, 485, 0.0,                              0
23.28, 0, 11.27, 94,                              0, 11.27, 84,                              0, 11.27, 487, 0.0,                              0
23.32, 0, 11.31, 95,                              0, 11.31, 84,                              0, 11.31, 489, 0.0,                              0
23.37, 0, 11.36, 95,                              0, 11.36, 84,                              0, 11.36, 491, 0.0,                              0
23.41, 0, 11.4, 95,                              0, 11.4, 85,                              0, 11.4, 493, 0.0,                              0
23.46, 0, 11.44, 96,                              0, 11.44, 85,                              0, 11.44, 495, 0.0,                              0
23.5, 0, 11.49, 96,                              0, 11.49, 85,                              0, 11.49, 497, 0.0,                              0
23.55, 0, 11.53, 96,                              0, 11.53, 86,                              0, 11.53, 499, 0.0,                              0
