Subject ID:, Run Polar:, Run Ecc:, Run Bars:, Polar no. of cycles:, Polar cycle duration:, Eccentricity no. of cycles:, Eccentricity cycle duration:, Bar no. of sweeps:, Bar sweep duration:
Bars, No, No, Yes, 18, 42.667, 15, 51.333, 16, 20
Baseline Duration preceding and following stimualtion: 12 secs
Time, pa_cycle_count, time_through_pa_cycle, pa_angle, ecc_cycle_count, time_through_ecc_cycle, ecc_inner_rad, bar_sweep_count, time_through_bar_sweep, bar_drift_position, bar_orientation, fixation_orientation
82.63, 1, 28.03, 236,                              1, 19.27, 143,                              3, 10.58, 458, 67.5,                              0
82.68, 1, 28.08, 236,                              1, 19.32, 144,                              3, 10.63, 460, 67.5,                              0
82.72, 1, 28.12, 236,                              1, 19.36, 144,                              3, 10.67, 462, 67.5,                              0
82.77, 1, 28.16, 237,                              1, 19.4, 144,                              3, 10.72, 464, 67.5,                              45
82.81, 1, 28.21, 237,                              1, 19.45, 145,                              3, 10.76, 465, 67.5,                              45
82.86, 1, 28.25, 238,                              1, 19.49, 145,                              3, 10.81, 467, 67.5,                              45
82.9, 1, 28.3, 238,                              1, 19.54, 145,                              3, 10.85, 469, 67.5,                              45
82.95, 1, 28.34, 238,                              1, 19.58, 146,                              3, 10.9, 471, 67.5,                              45
82.99, 1, 28.39, 239,                              1, 19.63, 146,                              3, 10.94, 473, 67.5,                              45
83.04, 1, 28.43, 239,                              1, 19.67, 146,                              3, 10.98, 475, 67.5,                              45
83.08, 1, 28.48, 239,                              1, 19.72, 147,                              3, 11.03, 477, 67.5,                              45
83.13, 1, 28.52, 240,                              1, 19.76, 147,                              3, 11.08, 479, 67.5,                              45
83.17, 1, 28.57, 240,                              1, 19.81, 147,                              3, 11.12, 481, 67.5,                              45
83.22, 1, 28.61, 241,                              1, 19.85, 148,                              3, 11.17, 483, 67.5,                              45
83.26, 1, 28.66, 241,                              1, 19.9, 148,                              3, 11.21, 485, 67.5,                              45
83.31, 1, 28.7, 241,                              1, 19.94, 148,                              3, 11.26, 487, 67.5,                              45
83.35, 1, 28.75, 242,                              1, 19.99, 149,                              3, 11.3, 489, 67.5,                              45
83.39, 1, 28.79, 242,                              1, 20.03, 149,                              3, 11.34, 491, 67.5,                              45
83.44, 1, 28.84, 242,                              1, 20.08, 149,                              3, 11.39, 493, 67.5,                              45
83.48, 1, 28.88, 243,                              1, 20.12, 150,                              3, 11.43, 495, 67.5,                              45
83.53, 1, 28.93, 243,                              1, 20.17, 150,                              3, 11.48, 496, 67.5,                              45
83.58, 1, 28.97, 244,                              1, 20.21, 150,                              3, 11.52, 498, 67.5,                              45
83.62, 1, 29.02, 244,                              1, 20.26, 151,                              3, 11.57, 500, 67.5,                              45
83.66, 1, 29.06, 244,                              1, 20.3, 151,                              3, 11.61, 502, 67.5,                              45
83.71, 1, 29.11, 245,                              1, 20.35, 151,                              3, 11.66, 504, 67.5,                              45
83.75, 1, 29.15, 245,                              1, 20.39, 152,                              3, 11.7, 506, 67.5,                              45
83.8, 1, 29.2, 245,                              1, 20.44, 152,                              3, 11.75, 508, 67.5,                              45
83.85, 1, 29.24, 246,                              1, 20.48, 153,                              3, 11.79, 510, 67.5,                              45
83.89, 1, 29.29, 246,                              1, 20.53, 153,                              3, 11.84, 512, 67.5,                              45
83.93, 1, 29.33, 247,                              1, 20.57, 153,                              3, 11.88, 514, 67.5,                              45
83.98, 1, 29.38, 247,                              1, 20.62, 154,                              3, 11.93, 516, 67.5,                              45
84.03, 1, 29.42, 247,                              1, 20.66, 154,                              3, 11.97, 518, 67.5,                              45
84.07, 1, 29.47, 248,                              1, 20.71, 154,                              3, 12.02, 520, 67.5,                              45
84.12, 1, 29.51, 248,                              1, 20.75, 155,                              3, 12.07, 522, 67.5,                              45
84.16, 1, 29.56, 249,                              1, 20.8, 155,                              3, 12.11, 524, 67.5,                              45
84.21, 1, 29.6, 249,                              1, 20.84, 155,                              3, 12.16, 526, 67.5,                              45
84.25, 1, 29.65, 249,                              1, 20.89, 156,                              3, 12.2, 528, 67.5,                              45
84.3, 1, 29.69, 250,                              1, 20.93, 156,                              3, 12.25, 530, 67.5,                              45
84.35, 1, 29.74, 250,                              1, 20.98, 156,                              3, 12.29, 532, 67.5,                              45
84.39, 1, 29.79, 250,                              1, 21.03, 157,                              3, 12.34, 534, 67.5,                              45
84.43, 1, 29.83, 251,                              1, 21.07, 157,                              3, 12.38, 536, 67.5,                              45
84.48, 1, 29.88, 251,                              1, 21.12, 157,                              3, 12.43, 538, 67.5,                              45
84.53, 1, 29.92, 252,                              1, 21.16, 158,                              3, 12.48, 540, 67.5,                              45
84.57, 1, 29.97, 252,                              1, 21.21, 158,                              3, 12.52, 542, 67.5,                              45
84.62, 1, 30.01, 252,                              1, 21.25, 158,                              3, 12.57, 544, 67.5,                              45
84.66, 1, 30.06, 253,                              1, 21.3, 159,                              3, 12.61, 546, 67.5,                              45
84.71, 1, 30.1, 253,                              1, 21.34, 159,                              3, 12.66, 548, 67.5,                              45
84.75, 1, 30.15, 254,                              1, 21.39, 159,                              3, 12.7, 550, 67.5,                              45
84.8, 1, 30.19, 254,                              1, 21.43, 160,                              3, 12.75, 552, 67.5,                              45
84.85, 1, 30.24, 254,                              1, 21.48, 160,                              3, 12.8, 554, 67.5,                              45
84.89, 1, 30.29, 255,                              1, 21.53, 160,                              3, 12.84, 556, 67.5,                              45
84.94, 1, 30.33, 255,                              1, 21.57, 161,                              3, 12.89, 558, 67.5,                              45
84.98, 1, 30.38, 255,                              1, 21.62, 161,                              3, 12.93, 560, 67.5,                              45
85.03, 1, 30.43, 256,                              1, 21.67, 161,                              3, 12.98, 562, 67.5,                              45
85.08, 1, 30.47, 256,                              1, 21.71, 162,                              3, 13.03, 564, 67.5,                              45
85.12, 1, 30.52, 257,                              1, 21.76, 162,                              3, 13.07, 566, 67.5,                              45
85.17, 1, 30.56, 257,                              1, 21.8, 162,                              3, 13.12, 568, 67.5,                              45
85.21, 1, 30.61, 257,                              1, 21.85, 163,                              3, 13.16, 570, 67.5,                              45
85.26, 1, 30.65, 258,                              1, 21.89, 163,                              3, 13.21, 572, 67.5,                              45
85.3, 1, 30.7, 258,                              1, 21.94, 163,                              3, 13.25, 574, 67.5,                              45
85.35, 1, 30.75, 259,                              1, 21.99, 164,                              3, 13.3, 576, 67.5,                              45
85.4, 1, 30.79, 259,                              1, 22.03, 164,                              3, 13.34, 577, 67.5,                              45
85.44, 1, 30.84, 259,                              1, 22.08, 164,                              3, 13.39, 579, 67.5,                              45
85.49, 1, 30.88, 260,                              1, 22.12, 165,                              3, 13.44, 582, 67.5,                              45
85.53, 1, 30.93, 260,                              1, 22.17, 165,                              3, 13.48, 584, 67.5,                              45
85.58, 1, 30.98, 260,                              1, 22.22, 165,                              3, 13.53, 585, 67.5,                              45
85.63, 1, 31.02, 261,                              1, 22.26, 166,                              3, 13.57, 587, 67.5,                              45
85.68, 1, 31.08, 261,                              1, 22.32, 166,                              3, 13.63, 590, 67.5,                              45
85.73, 1, 31.13, 262,                              1, 22.37, 167,                              3, 13.68, 592, 67.5,                              45
85.78, 1, 31.17, 262,                              1, 22.41, 167,                              3, 13.73, 594, 67.5,                              45
85.82, 1, 31.22, 263,                              1, 22.46, 167,                              3, 13.77, 596, 67.5,                              45
85.87, 1, 31.26, 263,                              1, 22.5, 168,                              3, 13.81, 598, 67.5,                              45
85.91, 1, 31.31, 263,                              1, 22.55, 168,                              3, 13.86, 600, 67.5,                              45
85.96, 1, 31.35, 264,                              1, 22.59, 168,                              3, 13.91, 602, 67.5,                              45
86.0, 1, 31.4, 264,                              1, 22.64, 169,                              3, 13.95, 604, 67.5,                              45
86.05, 1, 31.45, 264,                              1, 22.69, 169,                              3, 14.0, 606, 67.5,                              45
86.1, 1, 31.5, 265,                              1, 22.74, 169,                              3, 14.05, 608, 67.5,                              45
86.15, 1, 31.54, 265,                              1, 22.78, 170,                              3, 14.1, 610, 67.5,                              45
86.19, 1, 31.59, 266,                              1, 22.83, 170,                              3, 14.14, 612, 67.5,                              45
86.24, 1, 31.64, 266,                              1, 22.88, 170,                              3, 14.19, 614, 67.5,                              45
86.29, 1, 31.68, 266,                              1, 22.92, 171,                              3, 14.24, 616, 67.5,                              45
86.33, 1, 31.73, 267,                              1, 22.97, 171,                              3, 14.28, 618, 67.5,                              45
86.38, 1, 31.78, 267,                              1, 23.02, 171,                              3, 14.33, 620, 67.5,                              45
86.43, 1, 31.83, 268,                              1, 23.07, 172,                              3, 14.38, 622, 67.5,                              45
86.48, 1, 31.88, 268,                              1, 23.12, 172,                              3, 14.43, 624, 67.5,                              45
86.53, 1, 31.92, 268,                              1, 23.16, 173,                              3, 14.48, 627, 67.5,                              45
86.58, 1, 31.97, 269,                              1, 23.21, 173,                              3, 14.53, 629, 67.5,                              45
86.63, 1, 32.02, 269,                              1, 23.26, 173,                              3, 14.57, 631, 67.5,                              45
86.68, 1, 32.07, 270,                              1, 23.31, 174,                              3, 14.63, 633, 67.5,                              45
86.73, 1, 32.12, 270,                              1, 23.36, 174,                              3, 14.68, 635, 67.5,                              45
86.78, 1, 32.17, 271,                              1, 23.41, 174,                              3, 14.73, 637, 67.5,                              45
86.83, 1, 32.22, 271,                              1, 23.46, 175,                              3, 14.77, 640, 67.5,                              45
86.88, 1, 32.27, 271,                              1, 23.51, 175,                              3, 14.82, 642, 67.5,                              45
86.92, 1, 32.32, 272,                              1, 23.56, 176,                              3, 14.87, 644, 67.5,                              45
86.97, 1, 32.37, 272,                              1, 23.61, 176,                              3, 14.92, 646, 67.5,                              45
87.02, 1, 32.41, 273,                              1, 23.65, 176,                              3, 14.97, 648, 67.5,                              45
87.06, 1, 32.46, 273,                              1, 23.7, 177,                              3, 15.01, 650, 67.5,                              45
87.11, 1, 32.51, 273,                              1, 23.75, 177,                              3, 15.06, 652, 67.5,                              45
87.16, 1, 32.56, 274,                              1, 23.8, 177,                              3, 15.11, 654, 67.5,                              45
87.21, 1, 32.61, 274,                              1, 23.85, 178,                              3, 15.16, 656, 67.5,                              45
87.26, 1, 32.65, 275,                              1, 23.89, 178,                              3, 15.2, 658, 67.5,                              45
87.3, 1, 32.7, 275,                              1, 23.94, 178,                              3, 15.25, 660, 67.5,                              45
87.35, 1, 32.74, 275,                              1, 23.98, 179,                              3, 15.3, 662, 67.5,                              45
87.39, 1, 32.79, 276,                              1, 24.03, 179,                              3, 15.34, 664, 67.5,                              45
87.44, 1, 32.83, 276,                              1, 24.07, 179,                              3, 15.39, 666, 67.5,                              45
87.48, 1, 32.88, 277,                              1, 24.12, 180,                              3, 15.43, 668, 67.5,                              45
87.53, 1, 32.92, 277,                              1, 24.16, 180,                              3, 15.48, 670, 67.5,                              45
87.58, 1, 32.97, 277,                              1, 24.21, 180,                              3, 15.53, 672, 67.5,                              45
87.62, 1, 33.02, 278,                              1, 24.26, 181,                              3, 15.57, 674, 67.5,                              45
87.67, 1, 33.06, 278,                              1, 24.3, 181,                              3, 15.62, 676, 67.5,                              45
87.71, 1, 33.11, 278,                              1, 24.35, 181,                              3, 15.66, 678, 67.5,                              45
87.76, 1, 33.15, 279,                              1, 24.39, 182,                              3, 15.71, 680, 67.5,                              45
87.8, 1, 33.2, 279,                              1, 24.44, 182,                              3, 15.75, 682, 67.5,                              45
87.85, 1, 33.25, 280,                              1, 24.49, 182,                              3, 15.8, 684, 67.5,                              45
87.89, 1, 33.29, 280,                              1, 24.53, 183,                              3, 15.84, 686, 67.5,                              45
87.94, 1, 33.34, 280,                              1, 24.58, 183,                              3, 15.89, 688, 67.5,                              45
87.99, 1, 33.38, 281,                              1, 24.62, 183,                              3, 15.94, 690, 67.5,                              45
88.03, 1, 33.43, 281,                              1, 24.67, 184,                              3, 15.98, 692, 67.5,                              45
88.08, 1, 33.47, 282,                              1, 24.71, 184,                              3, 16.03, 694, 67.5,                              45
88.12, 1, 33.52, 282,                              1, 24.76, 185,                              3, 16.07, 696, 67.5,                              45
88.17, 1, 33.56, 282,                              1, 24.8, 185,                              3, 16.12, 698, 67.5,                              45
88.21, 1, 33.61, 283,                              1, 24.85, 185,                              3, 16.16, 700, 67.5,                              45
88.26, 1, 33.65, 283,                              1, 24.89, 186,                              3, 16.21, 702, 67.5,                              45
88.3, 1, 33.7, 283,                              1, 24.94, 186,                              3, 16.25, 704, 67.5,                              45
88.35, 1, 33.74, 284,                              1, 24.98, 186,                              3, 16.3, 706, 67.5,                              45
88.39, 1, 33.79, 284,                              1, 25.03, 187,                              3, 16.34, 708, 67.5,                              45
88.44, 1, 33.83, 285,                              1, 25.07, 187,                              3, 16.39, 710, 67.5,                              45
88.48, 1, 33.88, 285,                              1, 25.12, 187,                              3, 16.43, 712, 67.5,                              45
88.53, 1, 33.92, 285,                              1, 25.16, 188,                              3, 16.48, 713, 67.5,                              45
88.57, 1, 33.97, 286,                              1, 25.21, 188,                              3, 16.52, 715, 67.5,                              45
88.62, 1, 34.01, 286,                              1, 25.25, 188,                              3, 16.57, 717, 67.5,                              45
88.66, 1, 34.06, 286,                              1, 25.3, 189,                              3, 16.61, 719, 67.5,                              45
88.71, 1, 34.11, 287,                              1, 25.35, 189,                              3, 16.66, 721, 67.5,                              45
88.75, 1, 34.15, 287,                              1, 25.39, 189,                              3, 16.7, 723, 67.5,                              45
88.8, 1, 34.19, 288,                              1, 25.43, 190,                              3, 16.75, 725, 67.5,                              45
88.84, 1, 34.24, 288,                              1, 25.48, 190,                              3, 16.79, 727, 67.5,                              0
88.89, 1, 34.28, 288,                              1, 25.52, 190,                              3, 16.84, 729, 67.5,                              0
88.93, 1, 34.33, 289,                              1, 25.57, 191,                              3, 16.88, 731, 67.5,                              0
88.98, 1, 34.38, 289,                              1, 25.62, 191,                              3, 16.93, 733, 67.5,                              0
89.02, 1, 34.42, 290,                              1, 25.66, 191,                              3, 16.97, 735, 67.5,                              0
89.07, 1, 34.46, 290,                              1, 25.7, 192,                              3, 17.02, 737, 67.5,                              0
89.11, 1, 34.51, 290,                              1, 25.75, 192,                              3, 17.06, 739, 67.5,                              0
89.16, 1, 34.56, 291,                              1, 25.8, 192,                              3, 17.11, 741, 67.5,                              0
89.2, 1, 34.6, 291,                              1, 25.84, 193,                              3, 17.15, 743, 67.5,                              0
89.25, 1, 34.65, 291,                              1, 25.89, 193,                              3, 17.2, 745, 67.5,                              0
89.29, 1, 34.69, 292,                              1, 25.93, 193,                              3, 17.24, 747, 67.5,                              0
89.34, 1, 34.74, 292,                              1, 25.98, 194,                              3, 17.29, 749, 67.5,                              0
89.38, 1, 34.78, 293,                              1, 26.02, 194,                              3, 17.33, 751, 67.5,                              0
89.43, 1, 34.82, 293,                              1, 26.06, 194,                              3, 17.38, 753, 67.5,                              0
89.48, 1, 34.87, 293,                              1, 26.11, 195,                              3, 17.42, 754, 67.5,                              0
89.52, 1, 34.92, 294,                              1, 26.16, 195,                              3, 17.47, 757, 67.5,                              0
89.56, 1, 34.96, 294,                              1, 26.2, 195,                              3, 17.51, 758, 67.5,                              0
89.61, 1, 35.01, 294,                              1, 26.25, 196,                              3, 17.56, 760, 67.5,                              0
89.66, 1, 35.05, 295,                              1, 26.29, 196,                              3, 17.61, 762, 67.5,                              0
89.7, 1, 35.1, 295,                              1, 26.34, 196,                              3, 17.65, 764, 67.5,                              0
89.75, 1, 35.14, 296,                              1, 26.38, 197,                              3, 17.7, 766, 67.5,                              0
89.79, 1, 35.19, 296,                              1, 26.43, 197,                              3, 17.74, 768, 67.5,                              0
89.84, 1, 35.23, 296,                              1, 26.47, 197,                              3, 17.78, 770, 67.5,                              0
89.88, 1, 35.28, 297,                              1, 26.52, 198,                              3, 17.83, 772, 67.5,                              0
89.93, 1, 35.32, 297,                              1, 26.56, 198,                              3, 17.88, 774, 67.5,                              0
89.98, 1, 35.37, 298,                              1, 26.61, 198,                              3, 17.92, 776, 67.5,                              0
90.02, 1, 35.42, 298,                              1, 26.66, 199,                              3, 17.97, 778, 67.5,                              0
90.06, 1, 35.46, 298,                              1, 26.7, 199,                              3, 18.01, 780, 67.5,                              0
90.11, 1, 35.51, 299,                              1, 26.75, 199,                              3, 18.06, 782, 67.5,                              0
90.16, 1, 35.55, 299,                              1, 26.79, 200,                              3, 18.1, 784, 67.5,                              0
90.2, 1, 35.6, 299,                              1, 26.84, 200,                              3, 18.15, 786, 67.5,                              0
90.25, 1, 35.64, 300,                              1, 26.88, 200,                              3, 18.2, 788, 67.5,                              0
90.29, 1, 35.69, 300,                              1, 26.93, 201,                              3, 18.24, 790, 67.5,                              0
90.33, 1, 35.73, 301,                              1, 26.97, 201,                              3, 18.28, 792, 67.5,                              0
90.38, 1, 35.78, 301,                              1, 27.02, 201,                              3, 18.33, 794, 67.5,                              0
90.42, 1, 35.82, 301,                              1, 27.06, 202,                              3, 18.37, 796, 67.5,                              0
90.47, 1, 35.86, 302,                              1, 27.1, 202,                              3, 18.42, 798, 67.5,                              0
90.51, 1, 35.91, 302,                              1, 27.15, 202,                              3, 18.46, 800, 67.5,                              0
90.56, 1, 35.95, 302,                              1, 27.19, 203,                              3, 18.51, 802, 67.5,                              0
90.6, 1, 36.0, 303,                              1, 27.24, 203,                              3, 18.55, 804, 67.5,                              0
90.65, 1, 36.04, 303,                              1, 27.28, 203,                              3, 18.6, 805, 67.5,                              0
90.69, 1, 36.09, 304,                              1, 27.33, 204,                              3, 18.64, 807, 67.5,                              0
90.74, 1, 36.13, 304,                              1, 27.37, 204,                              3, 18.69, 809, 67.5,                              0
90.78, 1, 36.18, 304,                              1, 27.42, 204,                              3, 18.73, 811, 67.5,                              0
90.83, 1, 36.22, 305,                              1, 27.46, 205,                              3, 18.78, 813, 67.5,                              0
90.88, 1, 36.27, 305,                              1, 27.51, 205,                              3, 18.83, 815, 67.5,                              45
90.92, 1, 36.32, 306,                              1, 27.56, 205,                              3, 18.87, 817, 67.5,                              45
90.98, 1, 36.37, 306,                              1, 27.61, 206,                              3, 18.93, 819, 67.5,                              45
91.03, 1, 36.42, 306,                              1, 27.66, 206,                              3, 18.97, 822, 67.5,                              45
91.07, 1, 36.46, 307,                              1, 27.7, 207,                              3, 19.02, 824, 67.5,                              45
91.12, 1, 36.51, 307,                              1, 27.75, 207,                              3, 19.06, 826, 67.5,                              45
91.16, 1, 36.56, 308,                              1, 27.8, 207,                              3, 19.11, 828, 67.5,                              45
91.2, 1, 36.6, 308,                              1, 27.84, 208,                              3, 19.15, 830, 67.5,                              45
91.25, 1, 36.65, 308,                              1, 27.89, 208,                              3, 19.2, 832, 67.5,                              45
91.29, 1, 36.69, 309,                              1, 27.93, 208,                              3, 19.24, 834, 67.5,                              45
91.34, 1, 36.74, 309,                              1, 27.98, 209,                              3, 19.29, 835, 67.5,                              45
91.38, 1, 36.78, 309,                              1, 28.02, 209,                              3, 19.33, 837, 67.5,                              45
91.43, 1, 36.82, 310,                              1, 28.06, 209,                              3, 19.38, 839, 67.5,                              45
91.47, 1, 36.87, 310,                              1, 28.11, 210,                              3, 19.42, 841, 67.5,                              45
91.52, 1, 36.91, 311,                              1, 28.15, 210,                              3, 19.47, 843, 67.5,                              45
91.56, 1, 36.96, 311,                              1, 28.2, 210,                              3, 19.51, 845, 67.5,                              45
91.61, 1, 37.0, 311,                              1, 28.24, 211,                              3, 19.56, 847, 67.5,                              45
91.65, 1, 37.05, 312,                              1, 28.29, 211,                              3, 19.6, 849, 67.5,                              45
91.71, 1, 37.11, 312,                              1, 28.35, 211,                              3, 19.66, 851, 67.5,                              45
91.77, 1, 37.16, 313,                              1, 28.4, 212,                              3, 19.72, 854, 67.5,                              45
91.81, 1, 37.21, 313,                              1, 28.45, 212,                              3, 19.76, 856, 67.5,                              45
91.86, 1, 37.25, 313,                              1, 28.49, 212,                              3, 19.81, 858, 67.5,                              45
91.9, 1, 37.3, 314,                              1, 28.54, 213,                              3, 19.85, 860, 67.5,                              45
91.95, 1, 37.34, 314,                              1, 28.58, 213,                              3, 19.9, 862, 67.5,                              45
91.99, 1, 37.39, 315,                              1, 28.63, 213,                              3, 19.94, 864, 67.5,                              45
92.04, 1, 37.43, 315,                              1, 28.67, 214,                              3, 19.98, 866, 67.5,                              45
92.08, 1, 37.48, 315,                              1, 28.72, 214,                              4, 0.03, 868, 90.0,                              45
92.13, 1, 37.52, 316,                              1, 28.76, 214,                              4, 0.07, 1, 90.0,                              45
92.17, 1, 37.57, 316,                              1, 28.81, 215,                              4, 0.12, 3, 90.0,                              45
92.22, 1, 37.61, 317,                              1, 28.85, 215,                              4, 0.16, 5, 90.0,                              45
92.26, 1, 37.66, 317,                              1, 28.9, 215,                              4, 0.21, 7, 90.0,                              45
92.31, 1, 37.71, 317,                              1, 28.95, 216,                              4, 0.26, 9, 90.0,                              45
92.36, 1, 37.75, 318,                              1, 28.99, 216,                              4, 0.3, 11, 90.0,                              45
92.4, 1, 37.8, 318,                              1, 29.04, 217,                              4, 0.35, 13, 90.0,                              45
92.45, 1, 37.84, 318,                              1, 29.08, 217,                              4, 0.39, 15, 90.0,                              45
92.49, 1, 37.89, 319,                              1, 29.13, 217,                              4, 0.44, 17, 90.0,                              45
92.54, 1, 37.93, 319,                              1, 29.17, 218,                              4, 0.48, 19, 90.0,                              45
92.58, 1, 37.98, 320,                              1, 29.22, 218,                              4, 0.53, 21, 90.0,                              45
92.63, 1, 38.02, 320,                              1, 29.26, 218,                              4, 0.57, 23, 90.0,                              45
92.68, 1, 38.07, 320,                              1, 29.31, 219,                              4, 0.62, 25, 90.0,                              45
92.72, 1, 38.12, 321,                              1, 29.36, 219,                              4, 0.67, 27, 90.0,                              45
92.77, 1, 38.16, 321,                              1, 29.4, 219,                              4, 0.71, 29, 90.0,                              45
92.81, 1, 38.21, 321,                              1, 29.45, 220,                              4, 0.76, 31, 90.0,                              45
92.86, 1, 38.25, 322,                              1, 29.49, 220,                              4, 0.8, 33, 90.0,                              45
92.9, 1, 38.3, 322,                              1, 29.54, 220,                              4, 0.85, 35, 90.0,                              45
92.95, 1, 38.34, 323,                              1, 29.58, 221,                              4, 0.89, 37, 90.0,                              45
92.99, 1, 38.39, 323,                              1, 29.63, 221,                              4, 0.94, 39, 90.0,                              45
93.04, 1, 38.44, 323,                              1, 29.68, 221,                              4, 0.99, 41, 90.0,                              45
93.09, 1, 38.48, 324,                              1, 29.72, 222,                              4, 1.03, 43, 90.0,                              45
93.13, 1, 38.53, 324,                              1, 29.77, 222,                              4, 1.08, 45, 90.0,                              45
93.18, 1, 38.57, 325,                              1, 29.81, 222,                              4, 1.12, 47, 90.0,                              45
93.22, 1, 38.62, 325,                              1, 29.86, 223,                              4, 1.17, 49, 90.0,                              45
93.27, 1, 38.66, 325,                              1, 29.9, 223,                              4, 1.21, 51, 90.0,                              45
93.32, 1, 38.71, 326,                              1, 29.95, 223,                              4, 1.26, 53, 90.0,                              45
93.36, 1, 38.76, 326,                              1, 30.0, 224,                              4, 1.31, 55, 90.0,                              45
93.41, 1, 38.8, 327,                              1, 30.04, 224,                              4, 1.35, 57, 90.0,                              45
93.45, 1, 38.85, 327,                              1, 30.09, 224,                              4, 1.4, 59, 90.0,                              45
93.5, 1, 38.89, 327,                              1, 30.13, 225,                              4, 1.44, 61, 90.0,                              45
93.54, 1, 38.94, 328,                              1, 30.18, 225,                              4, 1.49, 63, 90.0,                              45
93.59, 1, 38.99, 328,                              1, 30.23, 225,                              4, 1.54, 65, 90.0,                              45
93.63, 1, 39.03, 328,                              1, 30.27, 226,                              4, 1.58, 67, 90.0,                              45
93.68, 1, 39.08, 329,                              1, 30.32, 226,                              4, 1.63, 69, 90.0,                              45
93.73, 1, 39.12, 329,                              1, 30.36, 226,                              4, 1.67, 71, 90.0,                              45
93.77, 1, 39.17, 330,                              1, 30.41, 227,                              4, 1.72, 73, 90.0,                              45
93.82, 1, 39.21, 330,                              1, 30.45, 227,                              4, 1.76, 75, 90.0,                              45
93.86, 1, 39.26, 330,                              1, 30.5, 227,                              4, 1.81, 77, 90.0,                              45
93.91, 1, 39.3, 331,                              1, 30.54, 228,                              4, 1.85, 79, 90.0,                              45
93.95, 1, 39.35, 331,                              1, 30.59, 228,                              4, 1.9, 81, 90.0,                              45
94.0, 1, 39.39, 332,                              1, 30.63, 228,                              4, 1.94, 83, 90.0,                              45
94.05, 1, 39.44, 332,                              1, 30.68, 229,                              4, 1.99, 85, 90.0,                              45
94.09, 1, 39.49, 332,                              1, 30.73, 229,                              4, 2.04, 87, 90.0,                              45
94.13, 1, 39.53, 333,                              1, 30.77, 229,                              4, 2.08, 89, 90.0,                              45
94.18, 1, 39.58, 333,                              1, 30.82, 230,                              4, 2.13, 90, 90.0,                              45
94.23, 1, 39.62, 333,                              1, 30.86, 230,                              4, 2.17, 92, 90.0,                              45
94.27, 1, 39.66, 334,                              1, 30.9, 230,                              4, 2.21, 95, 90.0,                              45
94.32, 1, 39.71, 334,                              1, 30.95, 231,                              4, 2.26, 96, 90.0,                              45
94.36, 1, 39.76, 335,                              1, 31.0, 231,                              4, 2.31, 98, 90.0,                              45
94.41, 1, 39.8, 335,                              1, 31.04, 232,                              4, 2.35, 100, 90.0,                              45
94.45, 1, 39.85, 335,                              1, 31.09, 232,                              4, 2.4, 102, 90.0,                              45
94.5, 1, 39.9, 336,                              1, 31.14, 232,                              4, 2.45, 104, 90.0,                              45
94.55, 1, 39.94, 336,                              1, 31.18, 233,                              4, 2.49, 106, 90.0,                              45
94.59, 1, 39.99, 337,                              1, 31.23, 233,                              4, 2.54, 108, 90.0,                              45
94.63, 1, 40.03, 337,                              1, 31.27, 233,                              4, 2.58, 110, 90.0,                              45
94.68, 1, 40.08, 337,                              1, 31.32, 234,                              4, 2.63, 112, 90.0,                              45
94.72, 1, 40.12, 338,                              1, 31.36, 234,                              4, 2.67, 114, 90.0,                              45
94.77, 1, 40.16, 338,                              1, 31.4, 234,                              4, 2.71, 116, 90.0,                              45
94.81, 1, 40.21, 338,                              1, 31.45, 235,                              4, 2.76, 118, 90.0,                              45
94.86, 1, 40.25, 339,                              1, 31.49, 235,                              4, 2.8, 120, 90.0,                              45
94.9, 1, 40.3, 339,                              1, 31.54, 235,                              4, 2.85, 122, 90.0,                              45
94.95, 1, 40.34, 340,                              1, 31.58, 236,                              4, 2.89, 124, 90.0,                              0
94.99, 1, 40.39, 340,                              1, 31.63, 236,                              4, 2.94, 126, 90.0,                              0
95.04, 1, 40.43, 340,                              1, 31.67, 236,                              4, 2.98, 128, 90.0,                              0
95.08, 1, 40.48, 341,                              1, 31.72, 237,                              4, 3.03, 130, 90.0,                              0
95.12, 1, 40.52, 341,                              1, 31.76, 237,                              4, 3.07, 132, 90.0,                              0
95.17, 1, 40.56, 341,                              1, 31.8, 237,                              4, 3.11, 133, 90.0,                              0
95.21, 1, 40.61, 342,                              1, 31.85, 238,                              4, 3.16, 135, 90.0,                              0
95.26, 1, 40.65, 342,                              1, 31.89, 238,                              4, 3.2, 137, 90.0,                              0
95.3, 1, 40.69, 343,                              1, 31.93, 238,                              4, 3.24, 139, 90.0,                              0
95.34, 1, 40.74, 343,                              1, 31.98, 239,                              4, 3.29, 141, 90.0,                              0
95.39, 1, 40.78, 343,                              1, 32.02, 239,                              4, 3.33, 143, 90.0,                              0
95.43, 1, 40.83, 344,                              1, 32.07, 239,                              4, 3.38, 145, 90.0,                              0
95.48, 1, 40.87, 344,                              1, 32.11, 240,                              4, 3.42, 147, 90.0,                              0
95.52, 1, 40.92, 344,                              1, 32.16, 240,                              4, 3.46, 149, 90.0,                              0
95.56, 1, 40.96, 345,                              1, 32.2, 240,                              4, 3.51, 151, 90.0,                              0
95.61, 1, 41.0, 345,                              1, 32.24, 240,                              4, 3.55, 152, 90.0,                              0
95.65, 1, 41.05, 345,                              1, 32.29, 241,                              4, 3.6, 154, 90.0,                              0
